"ID";"CIR";"APT";"COMUNE_CODICE";"COMUNE";"DENOMINAZIONE";"TIPOLOGIA";"CATEGORIA";"INDIRIZZO";"FRAZIONE";"CAP";"PROV";"TELEFONO";"TELEFONO2";"FAX";"WEB";"EMAIL";"COORDX";"COORDY";"TOTALE_UNITA";"TOTALE_LETTI";"TOTALE_BAGNI"
7746;"054015C101007746";"9";"054015";"CORCIANO";"LA PRINCIPESSA";"Bed & Breakfast";"Bed & Breakfast";"Via del Sole - Colle della Trinita',4";" ";"06073";"PG";"0755172080";" ";" ";" ";"info@bblaprincipessa.com";12,3113532;43,1213815;3;8;3
7751;"055030B404007751";"8";"055030";"SAN VENANZO";"CASA SPIZZICA-CACIO";"Case e appartamenti per vacanze";"Case e appartamenti per vacanze";"Vocabolo Spizzicacacio,34";"SAN VITO";"05010";"TR";"347 4500475";"075 8708133";"0758708133";"www.laspizzica.it";"info@laspizzica.it";12,2692168;42,868647;6;19;9
7752;"055013C201007752";"8";"055013";"FICULLE";"RELAX";"Affittacamere";"Affittacamere";"Corso della Rinascita,46";" ";"05016";"TR";"328 4921620";"0763 86139";" ";" ";"mariarosapg@yahoo.it";12,0660137;42,8361886;2;6;2
7757;"055033A101007757";"1";"055033";"AVIGLIANO UMBRO";"HOTEL LA TENUTA DEI CICLAMINI";"Albergo";"3 stelle";"Localita' Casapancallo,3";"TOSCOLANO";"05020";"TR";"074493431";" ";"0744935272";"www.iciclamini.it";"daniela@cetmusic.it";12,3639107;42,6579966;58;145;58
7758;"054039C101007758";"9";"054039";"PERUGIA";"CASALE DELLE BOTTI";"Bed & Breakfast";"Bed & Breakfast";"Via Monte Acutello-Resina,15";" ";"06134";"PG";"075 604735";" ";" ";"www.casaledellebotti.it";"info@casaledellebotti.it";12,4415962;43,2118204;3;6;3
7760;"054022C101007760";"6";"054022";"GUALDO CATTANEO";"CASTELLO DI BARATTANO";"Bed & Breakfast";"Bed & Breakfast";"Barattano";"BARATTANO";"06035";"PG";"074298250";"3494113979";" ";" ";"info@ilcastellodibarattano.it";12,505874;42,8608704;3;6;0
7778;"054036B501007778";"4";"054036";"PACIANO";"BIAVATI MARIO";"Agriturismo";"1 girasole";"VIA SENSINI,18";" ";"06060";"PG";"0755058630";"075830238";"0755058636";"www.agriturismoifrati.it";"moiratardiolo@gmail.com";12,0708778;43,0223706;7;29;9
7780;"055007A101007780";"8";"055007";"BASCHI";"HOTEL LAMINCIA";"Albergo";"3 stelle";"Lago di Corbara - Vocabolo Schiavi - SS 448 Km 3,800,51";" ";"05023";"TR";"0744950163";"3888283388";" ";"scaccomatto.netsons.org";"scaccomattoinf@gmail.com";12,316774;42,7396414;7;12;7
7784;"054009B501007784";"4";"054009";"CASTIGLIONE DEL LAGO";"AGRITURISMO I MORAMI";"Agriturismo";"4 girasoli";"Vocabolo Morami,1";"MACCHIE";"06061";"PG";"00390759589107";"00393453992933";" ";"www.morami.it";"morami@morami.it";12,0723508337326;43,0686555897104;9;23;9
7785;"054001B901007785";"2";"054001";"ASSISI";"CASTELLO DI PETRATA";"Country house";"Country house";"Via  Petrata,25";" ";"06081";"PG";"075815451";"0758064221";"075815451";"www.castellopetrata.com";"info@castellopetrata.com";12,6271279;43,106638;23;68;23
7786;"054052B501007786";"12";"054052";"TODI";"AGRITURISMO LA TORRIOLA";"Agriturismo";"4 girasoli";"Voc. Torriola,57/a";"PIAN DI SAN MARTINO";"06059";"PG";"3334950860";" ";" ";"www.torriola.com";"torriola@libero.it";12,38440820617;42,801974123755;5;19;8
7788;"054028B501007788";"12";"054028";"MASSA MARTANA";"AGRITURISMO IL RIFUGIO DEI VESCOVI";"Agriturismo";"4 girasoli";"Vocabolo San Sebastiano,17";"COLPETRAZZO";"06056";"PG";"333221903";" ";" ";" ";"agribioglobal2@gmail.com";12,5230139;42,775518;4;12;4
7796;"055013C201007796";"8";"055013";"FICULLE";"AFFITTACAMERE FRATINI";"Affittacamere";"Affittacamere";"Piaggia Cola Di Rienzo,53";" ";"05016";"TR";"0763 86019";" ";"0763 86019";" ";"camere.fratini@libero.it";12,065712;42,836922;3;8;3
7797;"054031B501007797";"3";"054031";"MONTELEONE DI SPOLETO";"COLLE DEL CAPITANO";"Agriturismo";"1 girasole";"Loc. Colle Capitano,2";" ";"06045";"PG";"074370277";"3283656302";"074370277";"www.colledelcapitano.com";"info@colledelcapitano.com";12,9557092;42,6657394;8;18;8
7808;"054056B501007808";"5";"054056";"UMBERTIDE";"COLLE DEL SOLE";"Agriturismo";"4 girasoli";"LOC. IL COLLE DI PIERANTONIO";" ";"06015";"PG";"3357631719";" ";" ";"www.colledelsole.it";"info@agriturismocolledelsole.com";12,3954872;43,2685138;6;25;11
7810;"054026B407007810";"4";"054026";"MAGIONE";"BELLA MAGIONE";"Bed & Breakfast";"Bed & Breakfast";"VIA  CAVALIERI MALTA,22";" ";"06063";"PG";"0758473088";" ";"0758473088";"www.bellamagione.it";"info@bellamagione.it";12,2070412;43,1377473;5;10;5
7812;"054029B501007812";"12";"054029";"MONTE CASTELLO DI VIBIO";"AGRITURISMO LE GRAZIE";"Agriturismo";"1 girasole";"Via Apparita,79";"DOGLIO";"06057";"PG";"0758796041";" ";"0758796041";"www.agriturismolegrazie.it";"famigliamariotti@hotmail.com";12,3229878;42,8116554;4;8;4
7813;"054007B501007813";"3";"054007";"CASCIA";"AGRITURISMO CLEMENTINA";"Agriturismo";"1 girasole";"Loc. Colmotino di Cascia";"COLMOLINO";"06043";"PG";"3384113512";"0651603044";" ";"www.agriturismoclementina.it";" ";13,0720654;42,7125126;4;10;2
7818;"054055B501007818";"4";"054055";"TUORO SUL TRASIMENO";"AGRITURISMO BALDESCHI";"Agriturismo";"3 girasoli";"VIA RIO DI SOPRA -  LOCALITA' CASE SPARSE,1";"VERNAZZANO";"06069";"PG";"3392290605";"055244029";"055244029";"www.lafattoriadelriodisopra.it";"aziendabaldeschi@gmail.com";12,093114;43,206927;14;57;16
7819;"054024B501007819";"7";"054024";"GUBBIO";"FOGLIE";"Agriturismo";"4 girasoli";"Localita San Bartolomeo,snc";"BURANO";"06024";"PG";"339.3010405";"334.3000635";" ";"www.agriturismofoglie.com";"agriturismo.foglie@libero.it";12,5862839;43,4246429;4;10;4
7824;"054050B501007824";"6";"054050";"SPELLO";"AGRITURISMO BENEDETTI";"Agriturismo";"4 girasoli";"Via Acquatino,27";" ";"06038";"PG";"0742652095";"337645364";"0742652095";"www.agribenedetti.it";"info@agribenedetti.it";12,6563428;42,9755263;6;13;6
7825;"054022B404007825";"6";"054022";"GUALDO CATTANEO";"DEL CACCIATORE";"Case e appartamenti per vacanze";"Case e appartamenti per vacanze";"Piazza Vittorio Emanuele,21/B";"SAN TERENZIANO";"06035";"PG";"074298663";"3348462677";"0742933119";" ";"stefania.58@blu.it";12,5561934;42,9120496;4;10;4
7829;"055024B404007829";"11";"055024";"OTRICOLI";"LE CORONE";"Case e appartamenti per vacanze";"Case e appartamenti per vacanze";"Via Vallefigliola - loc. Le Corone,sn";" ";"05030";"TR";"0039068075028";"00393357069588";"0039068077372";"www.lecorone.it";"lecoroneholidayhouse@gmail.com";12,4837055;42,4060454;4;15;4
7832;"054041B501007832";"5";"054041";"PIETRALUNGA";"MONTE VALENTINO";"Agriturismo";"1 girasole";"VOC. MONTE VALENTINO - FRAZ. MARITONDA";" ";"06026";"PG";"075.9462092";"320/2394995";"075.9462092";"www.montevalentino.it; www.caiburroni.it";"info@montevalentino.it; info@caiburroni.it";12,40603;43,3839;6;18;6
7835;"054053B501007835";"9";"054053";"TORGIANO";"TENUTA DI MONTESCOSSO";"Agriturismo";"1 girasole";"Via di Miralduolo,26";"MIRALDUOLO";"06089";"PG";"3289712526";" ";" ";"www.tenutamontescosso.it";"info@tenutamontescosso.it";12,4571588001478;43,0569304658025;1;8;2
7838;"055013C202007838";"8";"055013";"FICULLE";" IL CHIOCCINO";"Case e appartamenti per vacanze";"Case e appartamenti per vacanze";"Via Chioccino,4/1";" ";"05016";"TR";"0763 86084";"3471969045";" ";"http://www.novasol.it/p/iup491";"ilchioccino@gmail.com";12,065611;42,836976;1;2;1
7851;"054052B501007851";"12";"054052";"TODI";"IL SALICE";"Agriturismo";"1 girasole";"Voc. Castello,25";"SAN DAMIANO";"06059";"PG";"3487721725";"0758948900";" ";" ";"ilsalicedimirellamagni@gmail.com";12,4065686;42,7819352;2;11;3
7853;"055009B501007853";"8";"055009";"CASTEL GIORGIO";"POGGIO DEL MIGLIO";"Agriturismo";"1 girasole";"Vocabolo Poggio del Miglio - Contrada Montiolo,5";" ";"05013";"TR";"0763 627449";"328 4745792";"0763 627449";"www.poggiodelmiglio.de";"agiulet@tiscali.it";11,984008;42,6828736;3;10;3
7854;"054012B501007854";"4";"054012";"CITTA' DELLA PIEVE";"LA CERRETOLA";"Agriturismo";"4 girasoli";"VOC. CERRETO,55";"PONTICELLI";"06062";"PG";"0578248108";"3396034177";"0578248108";"www.lacerretola.it";"info@lacerretola.it";12,0032957;42,9477738;4;8;4
7857;"054044C101007857";"5";"054044";"SAN GIUSTINO";"CASA SPERTAGLIA  - Ender Karin";"Bed & Breakfast";"Bed & Breakfast";"LOC. SPERTAGLIA,2";" ";"06016";"PG";"075.8560221";" ";"075.8560221";"www.casaspertaglia.it";"info@casaspertaglia.it";12,186159;43,5691796;3;6;3
7860;"055002B404007860";"8";"055002";"ALLERONA";"CASALE MONTEMORO";"Case e appartamenti per vacanze";"Case e appartamenti per vacanze";"Vocabolo Montemoro,22";" ";"05011";"TR";"339 2073064";"339 2073064";" ";"www.montemoro.com";"info@montemoro.com";12,064126171307;42,801811671057;4;20;4
7866;"054022B404007866";"6";"054022";"GUALDO CATTANEO";"CISTERNA VECCHIA";"Case e appartamenti per vacanze";"Case e appartamenti per vacanze";"Via del Campanile";"CISTERNA";"06030";"PG";"3336777801";"069369432";" ";" ";" ";12,7049268;42,9533729;3;11;3
7869;"054009C201007869";"4";"054009";"CASTIGLIONE DEL LAGO";"LUCARELLI ALESSIA";"Affittacamere";"Affittacamere";"VIA BADIALI,52";"PANICAROLA";"06061";"PG";"0759589210";"3343380377";"0759589904";" ";"alessialucarelli@libero.it";12,0478399;43,1264498;2;4;2
7877;"054013B404007877";"5";"054013";"CITTA' DI CASTELLO";"VILLA BIZZI";"Case e appartamenti per vacanze";"Case e appartamenti per vacanze";"VOC. VILLA BIZZI - LOC. COLDIPOZZO,48";" ";"06012";"PG";"3391423977";" ";"0758642497";"www.villabizzi.com";"villabizzi@gmail.com";12,2941315;43,3739293;8;30;8
7881;"054001C201007881";"2";"054001";"ASSISI";"CASA GIARDINO IN ASSISI";"Affittacamere";"Affittacamere";"Via Cimabue,31";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758040282";"3355444423";" ";"www.bbassisi.it";"bbassisi@gmail.com";12,573869502455;43,061610160332;2;4;0
7882;"054027B501007882";"12";"054027";"MARSCIANO";"IL GATTO";"Agriturismo";"1 girasole";"Voc. Palazzo";"CASTELLO DELLE FORME";"06050";"PG";"3355285734";" ";"075.8785811";"www.ilgattoagriturismo.it";"info@ilgattoagriturismo.it";12,2782815;43,0827345;3;14;3
7884;"054003B404007884";"2";"054003";"BETTONA";"LE TERRE DEL CASALE";"Case e appartamenti per vacanze";"Case e appartamenti per vacanze";"Via Perugia,360";"PASSAGGIO";"06084";"PG";"0758012802";"3483401641";"0758012802";"www.leterredelcasale.it";"info@invacanze.it";12,5421525;43,0104662;6;23;6
7885;"054030C101007885";"6";"054030";"MONTEFALCO";"B&B VILLA MUSTAFA'";"Bed & Breakfast";"Bed & Breakfast";"Casale,71";"CASALE";"06036";"PG";"3487702133";"3473901173";" ";"www.villamustafa.it";"info@villamustafa.it";12,6284366;42,8826413;3;7;3
7887;"054050C201007887";"6";"054050";"SPELLO";"IN URBE 2";"Affittacamere";"Affittacamere";"Via Giulia,99";" ";"06038";"PG";"3516592282";"0742301145";" ";"www.inurbe.it";"info@inurbe.it";12,672155;42,994818;2;4;2
7888;"054011B501007888";"5";"054011";"CITERNA";"AGRITURISMO PODERE CASENOVE";"Agriturismo";"4 girasoli";"Via della Fonte - Localita Casenove,14";"FIGHILLE";"06010";"PG";"0758593442";"3200420434";" ";"www.poderecasenove.com";"info@poderecasenove.com";12,1108;43,51412;5;20;6
7892;"054001B501007892";"2";"054001";"ASSISI";"COLLE DEGLI OLIVI";"Agriturismo";"3 girasoli";"Via San Potente,21";" ";"06081";"PG";"075815353";" ";" ";"www.colledegliolivi.com";"info@colledegliolivi.com";12,6318049165663;43,0544866961594;16;32;16
7893;"054050B404007893";"6";"054050";"SPELLO";"RESIDENZA TORRE ACQUATINO";"Case e appartamenti per vacanze";"Case e appartamenti per vacanze";"Via Torre Acquatino,5";" ";"06038";"PG";"0742302193";" ";"0742349476";"www.residenzatorreacquatino.com";"info@residenzatorreacquatino.com";12,6406721;42,9714005;6;24;6
7899;"054022B501007899";"6";"054022";"GUALDO CATTANEO";"PORTORESCHI";"Agriturismo";"4 girasoli";"Saragano, Via della Collina,18";" ";"06035";"PG";"00393381947091";" ";" ";"www.olioclerici.com";"info@olioclerici.com";12,492659883419;42,88925734611;5;21;6
7902;"054001C101007902";"2";"054001";"ASSISI";"B & B IL SENTIERO DI ARMENZANO di Calzolari Sara";"Bed & Breakfast";"Bed & Breakfast";"Localita Armenzano,70";" ";"06081";"PG";"3471558278";"0758003054";"0758019037";"www.ilsentierodiarmenzano.it";"info@ilsentierodiarmenzano.it";12,6986733;43,0708889;3;6;2
7910;"054003B501007910";"2";"054003";"BETTONA";"AGRITURISMO TORRE BURCHIO";"Agriturismo";"2 girasoli";"Via Burchio,4/a";" ";"06084";"PG";"3355331272";"0758707137";"075987193";"www.torreburchio.com";"info@torreburchio.com";12,4863265;43,0115564;17;40;17
7911;"054030C101007911";"6";"054030";"MONTEFALCO";"ABITARE LA STORIA   B&B FEDERICO II";"Bed & Breakfast";"Bed & Breakfast";"Via Santa Chiara da Montefalco,64";" ";"06036";"PG";"3496700822";"0742378837";" ";" ";"carlostoppaccioli@libero.it";12,6509281;42,8917591;1;3;1
7924;"055032A101007924";"11";"055032";"TERNI";"HOTEL DEL LAGO PIEDILUCO";"Albergo";"3 stelle";"Strada del Porto,71";"PIEDILUCO";"05100";"TR";"0744/368450";"3473214352";"0744/360142";"www.hoteldellago.com";"info@hoteldellago.com";12,7457667;42,5387753;46;92;46
7928;"054039B601007928";"9";"054039";"PERUGIA";"OSTELLO PER LA GIOVENTU' VILLA GIARDINO";"Ostello della gioventu";"Ostello della gioventu'";"Via Maniconi,97";" ";"06134";"PG";"075 5913991";" ";"075 5914203";"www.aighostels.it/it/hostels/perugia-villa-giardino-y-h";"perugia2@aighostels.it";12,444258;43,1349302;25;98;21
7931;"055002B501007931";"8";"055002";"ALLERONA";"BARDANELLA";"Agriturismo";"1 girasole";"Vocabolo Bardanella,78";" ";"05011";"TR";"0763 831092";"338 8573546";" ";"www.agriturismobardanella.it";"info@agriturismobardanella.it";11,99337;42,83617;2;11;3
7934;"055009C201007934";"8";"055009";"CASTEL GIORGIO";"I POGGETTI";"Affittacamere";"Affittacamere";"Via di Case Poggetti,14";" ";"05013";"TR";"3389895890";"0763627826";" ";"www.i-poggetti.it";"valentina.marini19@alice.it";11,985516;42,702699;4;12;3
7936;"054038B501007936";"4";"054038";"PASSIGNANO SUL TRASIMENO";"PANORAMA SUL LAGO";"Agriturismo";"3 girasoli";"LOC. SAN DONATO,29/A";" ";"06065";"PG";"075829112";"3335280054";" ";" ";"lavolpaia@virgilio.it";12,1767402;43,1828863;4;13;5
7938;"054054B404007938";"6";"054054";"TREVI";"RESIDENZA LA PASSEGGIATA";"Case e appartamenti per vacanze";"Case e appartamenti per vacanze";"Viale Augusto Ciuffelli,12";" ";"06039";"PG";"0742381433";" ";"0742381433";"www.residenzalapasseggiata.com";"info@residenzalapasseggiata.com";12,7516841;42,8821139;11;27;12
7940;"054055B501007940";"4";"054055";"TUORO SUL TRASIMENO";"ANNIBALE";"Agriturismo";"3 girasoli";"VIA SANGUINETO,1";" ";"06069";"PG";"075826598";"3202230468";"075826598";"www.agriturismoannibale.com";"info@agriturismoannibale.com";12,0565;43,21876;2;9;3
7941;"054051C201007941";"10";"054051";"SPOLETO";"EREMO SANTO APOLLINARE";"Affittacamere";"Affittacamere";"Messenano,19";"MESSENANO";"06049";"PG";"0744272907";" ";" ";" ";"emanuelafratini@yahoo.it";12,607068;42,702969;2;8;2
7942;"054006C101007942";"2";"054006";"CANNARA";"DA PATTY di Cuccagna Antonia";"Bed & Breakfast";"Bed & Breakfast";"Via San Donato e Via Bottica,1";" ";"06033";"PG";"3336741713";" ";" ";" ";"ballante63@libero.it";12,5847626325228;43,0431326935829;3;7;1
7944;"054006C101007944";"2";"054006";"CANNARA";"BARBARA di Angelini Gilberto";"Bed & Breakfast";"Bed & Breakfast";"Voc. Bevagna,29";" ";"06033";"PG";"074272731";"3387789836";" ";"www.barbarabb.it";"info@bbbarbara.it";12,5819538;42,9905705;3;7;1
7947;"054015B501007947";"9";"054015";"CORCIANO";"LA FARFALLA";"Agriturismo";"3 girasoli";"Via Salimbeni - Loc. Valmarino,25";" ";"06073";"PG";"3338756356";"3355239549";" ";"www.lafarfallavalmarino.it";"agriturismo@lafarfallavalmarino.it";12,283798;43,116663;8;24;8
7949;"054015B404007949";"9";"054015";"CORCIANO";"LA MANDORLA";"Case e appartamenti per vacanze";"Case e appartamenti per vacanze";"Via Venturi,63";"SAN MARIANO";"06070";"PG";"3332715607";" ";" ";"perugiavacanze.com";"info@perugiavacanze.com";12,30696;43,07897;10;31;16
7951;"054054A101007951";"6";"054054";"TREVI";"ANTICA DIMORA ALLA ROCCA";"Albergo";"4 stelle";"Piazza della Rocca,1";" ";"06039";"PG";"074238541";"3497888001";"074278925";"www.hotelallarocca.it";"info@hotelallarocca.it";12,74686;42,877745;15;32;15
7952;"055013B501007952";"8";"055013";"FICULLE";"AGRITURISMO FATTORIA  WALDEN";"Agriturismo";"1 girasole";"Via Orvieto,26";" ";"05016";"TR";"3460830409";" ";" ";"www.agriturismowalden.com";"agriturismowalden@gmail.com";12,071199900524;42,826931012981;4;17;5
7961;"054036B501007961";"4";"054036";"PACIANO";"VILLA ELENETTA";"Agriturismo";"1 girasole";"VIALE ROMA,21";" ";"06060";"PG";"075830172";"075830114";" ";"www.borgoelenetta.it";"info@borgoelenetta.it";12,0688031;43,0235677;7;26;8
7963;"054007A101007963";"3";"054007";"CASCIA";"HOTEL DEI";"Albergo";"3 stelle";"VIALE CAVOUR,88";" ";"06043";"PG";"0743751014";" ";"0743751014";"www:bellaumbria.net/hotel-Del/";"hoteldeimiramonti@gmail.com";13,0163097;42,7213557;7;13;7
7968;"054007A101007968";"3";"054007";"CASCIA";"LA REGGIA";"Albergo";"3 stelle";"Via Bartolomeo Lucangeli,7";" ";"06043";"PG";"074371179";" ";"074371127";"www.magrelli.com";"info@magrelli.com";13,017213044266;42,715605664922;21;41;21
7971;"055021B501007971";"8";"055021";"MONTELEONE D'ORVIETO";"I GERGONI";"Agriturismo";"4 girasoli";"Vocabolo Gergone,3";" ";"05017";"TR";"335 255026";"0763 617317";" ";"www.igergoni.it";"info@igergoni.it";12,0238375;42,9081541;7;24;10
7974;"054057B501007974";"7";"054057";"VALFABBRICA";"TENUTA MONTIEPOLI";"Agriturismo";"4 girasoli";"Vocabolo Il Monte,4";" ";"06029";"PG";"3357787725";" ";" ";"www.tenutamontiepoli.com";"info@pierelligroup.com";12,0101552;42,9473002;5;10;5
7977;"054009B501007977";"4";"054009";"CASTIGLIONE DEL LAGO";"AGRITURISMO ANTICA RISERVA";"Agriturismo";"2 girasoli";"VIA DELLA CROCE,58";"POZZUOLO";"06061";"PG";"075959077";"337698366";"075959077";"www.anticariserva.it";"info@anticariserva.it";12,0478399;43,1264498;5;22;5
7978;"054009B501007978";"4";"054009";"CASTIGLIONE DEL LAGO";"AGRITURISMO MADONNA DELLA NEVE";"Agriturismo";"4 girasoli";"VIA MERCANZIA,9";"CASAMAGGIORE";"06067";"PG";"3395300450";"3395300450";"075956818";"www.madonnadellaneveonline.com";"agriturismomadonnadellaneve@gmail.com";11,9737284;43,1025628;10;29;10
7979;"054026A101007979";"4";"054026";"MAGIONE";"DA FALIERO";"Albergo";"2 stelle";"VIA CASE SPARSE - LOC. MONTEBUONO,23/C";" ";"06063";"PG";"0758476528";" ";"0758476529";"www.faliero.it";"info@faliero.it";12,1861339;43,0868063;13;25;13
7980;"054039B501007980";"9";"054039";"PERUGIA";"OLIVETANO";"Agriturismo";"3 girasoli";"Str. dei Cappuccinelli - Loc. Santa  Lucia,18";" ";"06125";"PG";"075 44235";" ";"075 44235";"www.olivetano.it";"info@olivetano.it";12,3485591;43,1219252;3;7;3
7982;"054013B404007982";"5";"054013";"CITTA' DI CASTELLO";"RESIDENZA ANTICA CANONICA";"Case e appartamenti per vacanze";"Case e appartamenti per vacanze";"VIA SAN FLORIDO,23";" ";"06012";"PG";"0758523298";"3471564910";" ";"www.anticacanonica.it";"info@anticacanonica.it";12,2382935;43,4561748;9;23;10
7991;"054056B901007991";"5";"054056";"UMBERTIDE";"BORGO BASTIA CRETI";"Country house";"Country house";"LOC. BASTIA CRETI,270";"SPEDALICCHIO";"06019";"PG";"075/9410854";" ";" ";"www.bastiacreti.it";"info@bastiacreti.it";12,2348857;43,2933175;6;30;13
8008;"054018B501008008";"6";"054018";"FOLIGNO";"BORGO LA TORRE";"Agriturismo";"1 girasole";"La Torre  Acqua Santo Stefano,19";"CASENOVE";"06030";"PG";"0742633018";"3404040625";" ";"www.borgolatorre.com";"info@borgolatorre.com";12,825873598611;42,956439479385;6;20;6
8009;"054034A101008009";"6";"054034";"NOCERA UMBRA";"FONTE ANGELICA";"Albergo";"3 stelle";"Bagni di Nocera Umbra,snc";"STRAVIGNANO";"06025";"PG";"0742813266";"0742813270";"0742813424";"www.fonteangelica.it";"cvcfonteangelica@13maggio.com";12,8139869;43,08451;185;398;185
8017;"054014B501008017";"12";"054014";"COLLAZZONE";"LA SEGRETA";"Agriturismo";"5 girasoli";"Loc. Cinischie,97";" ";"06050";"PG";"3356461927";" ";" ";"www.lasegreta.com";"info@lasegreta.com";12,41736;42,89285;5;15;7
8018;"054056B501008018";"5";"054056";"UMBERTIDE";"AGRITURISMO CALAGRANA";"Agriturismo";"5 girasoli";"LOC. BASTIA CRETI - NICCONE,277";" ";"06019";"PG";"0759410865";" ";"0759410865";"www.calagrana.com";"info@calagrana.com";12,2348857;43,2933175;8;26;8
8029;"054024B501008029";"7";"054024";"GUBBIO";"LAGO VALLE DELL'ECO";"Agriturismo";"3 girasoli";"San Secondo - Vocabolo Canne Greche";" ";"06024";"PG";"339.7228542";"075.9271699";" ";"www.agriturismovalledelleco.it";"info@agriturismovalledelleco.it";12,2362253;43,3982959;8;9;8
8030;"054012B501008030";"4";"054012";"CITTA' DELLA PIEVE";"RELAIS DEI MAGI";"Agriturismo";"3 girasoli";"LOC. LE SELVE NUOVE,45";" ";"06062";"PG";"0578298133";" ";"0578298858";"www.relaismagi.it";"reception@relaismagi.it";12,0350686;42,9647258;13;30;14
8032;"054009C201008032";"4";"054009";"CASTIGLIONE DEL LAGO";"TOMASSONI VALENTINO";"Affittacamere";"Affittacamere";"VIA TRASIMENO,290";"PANICAROLA";"06061";"PG";"0759589153";"3332814215";" ";"www.castiglionedellago.it/stellafiorita";"casastellafiorita@hotmail.com";12,0943792;43,0723743;2;4;2
8045;"054030C101008045";"6";"054030";"MONTEFALCO";"B&B IN CASALE";"Bed & Breakfast";"Bed & Breakfast";"Via Casale,22";"CASALE";"06036";"PG";"3939191274";"0742378805";" ";"www.bebincasale.it";"adele.ricci.072@gmail.com";12,6502843;42,8892936;3;6;0
8048;"054030C101008048";"6";"054030";"MONTEFALCO";"ANTICO FRANTOIO BRIZI";"Bed & Breakfast";"Bed & Breakfast";"Via Santa Chiara da Montefalco,44";" ";"06036";"PG";"0742379165";" ";"0743223795";"www.frantoiobrizi.it";"letizia1979@live.com";12,6508348134908;42,8915052409142;3;6;2
8051;"055032B501008051";"11";"055032";"TERNI";"PIEDIMONTE";"Agriturismo";"1 girasole";"Str. di S.Clemente,47";" ";"05100";"TR";"3247704372";" ";" ";" ";"susannasantarelli@alice.it";12,6494225;42,592536;1;8;3
8052;"055031B501008052";"11";"055031";"STRONCONE";"AGRITURISMO LA SCRIATTOLA";"Agriturismo";"1 girasole";"Voc. Santa  Lucia,43";" ";"05039";"TR";"0744-608137";"333 6965738";"0744/609071";"www.lascriattola.com";"lascriattola@libero.it";12,6447287;42,5158121;5;13;5
8057;"054026B901008057";"4";"054026";"MAGIONE";"LA CAPANNA DEI BORGIA";"Country house";"Country house";"VIA CASE SPARSE - LOC. CALIGIANA,18/A";" ";"06063";"PG";"3476473040";" ";" ";"www.lacapannadeiborgia.com";"info@lacapannadeiborgia.com";12,1967322;43,1181325;4;10;4
8058;"055001C101008058";"11";"055001";"ACQUASPARTA";"LA CASA NELL'OLIVETO";"Bed & Breakfast";"Bed & Breakfast";"Strada dei Murelli,11";" ";"05021";"TR";"0744/943480";"3389386960";" ";" ";"menichella.marcucci@gmail.com";12,5367328954753;42,672941027746;3;6;2
8060;"054009C201008060";"4";"054009";"CASTIGLIONE DEL LAGO";"I DUE LAGHI";"Affittacamere";"Affittacamere";"VIA PARTIGIANI,71";"VILLASTRADA";"06060";"PG";"0755008360";"3392547238";"0755008360";"www.iduelaghi.com";"kkaiser@libero.it";12,0106354;43,0482298;1;4;1
8072;"054013C201008072";"5";"054013";"CITTA' DI CASTELLO";"DAL GARIGLIANO";"Affittacamere";"Affittacamere";"PIAZZA DEL GARIGLIANO,5";" ";"06012";"PG";"0758559895";"337653498";" ";" ";"contabilita@sofev.com";12,2384738;43,4560878;3;8;3
8074;"054004A102008074";"6";"054004";"BEVAGNA";"EL RANCHO";"Villaggio-Albergo";"3 stelle";"Via Flaminia,55/57";" ";"06031";"PG";"0742361913";" ";"0742369434";"http://www.elrancho.it/";"info@elrancho.it";12,6335624;42,9418937;21;44;21
8077;"054039B501008077";"9";"054039";"PERUGIA";"SAN LORENZO DELLA RABATTA";"Agriturismo";"3 girasoli";"Strada San Lorenzo della Rabatta,6-8-12";"CENERENTE";"06131";"PG";"075 690764";" ";"075 690764";"www.sanlorenzodellarabatta.com";"info@sanlorenzodellarabatta.com";12,3708364;43,1587589;6;24;10
8078;"054054B501008078";"6";"054054";"TREVI";"AGRITURISMO LAPIGGE";"Agriturismo";"1 girasole";"Via San Marco,4";"LA PIGGE";"06039";"PG";"0742381287";"3396914363";" ";" ";"info@agriturismolapigge.it";12,7488082;42,8776412;9;18;9
8079;"055005A101008079";"11";"055005";"ARRONE";"TURRITA";"Albergo";"3 stelle";"Voc. Isola Casteldilago";" ";"05031";"TR";"0744/388372";" ";"0744/388305";"www.rossihotelristorante.it";"info@rossihotelristorante.it";12,75098;42,58033;22;56;22
8082;"054029B501008082";"12";"054029";"MONTE CASTELLO DI VIBIO";"PODERE LE CORONE";"Agriturismo";"1 girasole";"Via Le Corone,5";"DOGLIO";"06057";"PG";"0758780733";"3883476518";"0758780733";"www.poderelecorone.com";"info@poderelecorone.com";12,3151342;42,8159172;12;30;14
8085;"054051C101008085";"10";"054051";"SPOLETO";"LE RONDINELLE";"Bed & Breakfast";"Bed & Breakfast";"Localita Cerquestrette,198";"SAN MARTINO IN TRIGNANO";"06040";"PG";"074353253";"3496716671";"074353253";"www.lerondinelle.info";"lerondinellebb@libero.it";12,6574777;42,7470859;1;3;1
